txn_id,customer_id,product_id,ts,date,month,country,region,category,status,currency,amount,amount_usd
t0021270,c00529,p0013,2025-06-12 20:43:00+00:00,2025-06-12,2025-06,NL,EU,toys,paid,USD,39.27,39.27
t0012386,c02500,p0067,2025-06-12 20:50:00+00:00,2025-06-12,2025-06,US,,electronics,paid,USD,107.79,107.79
t0001030,c01204,p0099,2025-06-12 20:57:00+00:00,2025-06-12,2025-06,US,,electronics,paid,USD,502.63,502.63
t0000436,c02700,p0111,2025-06-12 21:06:00+00:00,2025-06-12,2025-06,US,,books,paid,EUR,14.89,16.081200000000003
t0019043,c00505,p0035,2025-06-12 21:08:00+00:00,2025-06-12,2025-06,CA,,sports,paid,EUR,56.54,61.0632
t0018563,c00103,p0092,2025-06-12 21:17:00+00:00,2025-06-12,2025-06,US,,beauty,paid,EUR,54.34,58.687200000000004
t0007687,c00780,p0107,2025-06-12 21:19:00+00:00,2025-06-12,2025-06,BR,LATAM,clothing,paid,MXN,29.68,1.72144
t0017566,c00032,p0108,2025-06-12 21:21:00+00:00,2025-06-12,2025-06,CA,,beauty,refunded,USD,36.45,36.45
t0017423,c01276,p0113,2025-06-12 21:35:00+00:00,2025-06-12,2025-06,IT,EU,sports,paid,USD,32.16,32.16
t0005426,c00556,p0089,2025-06-12 21:48:00+00:00,2025-06-12,2025-06,US,,toys,paid,USD,30.5,30.5
t0020576,c02615,p0113,2025-06-12 21:51:00+00:00,2025-06-12,2025-06,FR,EU,sports,paid,USD,131.96,131.96
t0012476,c01386,p0014,2025-06-12 21:53:00+00:00,2025-06-12,2025-06,AR,LATAM,books,refunded,USD,19.36,19.36
t0019876,c01825,p0040,2025-06-12 21:57:00+00:00,2025-06-12,2025-06,US,,clothing,paid,USD,86.26,86.26
t0020339,c03095,p0043,2025-06-12 22:05:00+00:00,2025-06-12,2025-06,CA,,electronics,paid,EUR,143.88,155.3904
t0001507,c02391,p0012,2025-06-12 22:14:00+00:00,2025-06-12,2025-06,ES,EU,sports,paid,USD,45.21,45.21
t0005384,c00793,p0027,2025-06-12 22:14:00+00:00,2025-06-12,2025-06,CA,,electronics,paid,USD,468.41,468.41
t0008213,c02159,p0086,2025-06-12 22:29:00+00:00,2025-06-12,2025-06,MX,LATAM,books,paid,USD,14.31,14.31
t0006616,c03444,p0047,2025-06-12 22:32:00+00:00,2025-06-12,2025-06,DE,EU,books,cancelled,MXN,27.74,1.60892
t0014221,c02726,p0006,2025-06-12 22:59:00+00:00,2025-06-12,2025-06,CL,LATAM,electronics,refunded,EUR,270.35,291.97800000000007
t0001735,c00305,p0064,2025-06-12 23:48:00+00:00,2025-06-12,2025-06,AR,LATAM,books,cancelled,EUR,61.39,66.30120000000001
t0001102,c01164,p0040,2025-06-13 02:52:00+00:00,2025-06-13,2025-06,US,,clothing,paid,EUR,72.56,78.3648
t0019160,c02970,p0109,2025-06-13 06:51:00+00:00,2025-06-13,2025-06,BR,LATAM,books,paid,USD,18.6,18.6
t0015383,c02444,p0104,2025-06-13 06:53:00+00:00,2025-06-13,2025-06,FR,EU,clothing,cancelled,EUR,44.84,48.427200000000006
t0016339,c01299,p0095,2025-06-13 07:02:00+00:00,2025-06-13,2025-06,US,,beauty,paid,USD,33.63,33.63
t0012019,c01124,p0097,2025-06-13 07:13:00+00:00,2025-06-13,2025-06,US,,clothing,cancelled,USD,44.35,44.35
t0017408,c01441,p0110,2025-06-13 07:50:00+00:00,2025-06-13,2025-06,PT,EU,electronics,paid,USD,240.33,240.33
t0012209,c03103,p0010,2025-06-13 08:28:00+00:00,2025-06-13,2025-06,MX,LATAM,beauty,cancelled,USD,30.69,30.69
t0019606,c03096,p0055,2025-06-13 08:30:00+00:00,2025-06-13,2025-06,PE,LATAM,home,refunded,USD,68.33,68.33
t0006656,c00731,p0033,2025-06-13 08:36:00+00:00,2025-06-13,2025-06,CA,,electronics,paid,USD,281.18,281.18
t0000298,c03036,p0033,2025-06-13 08:37:00+00:00,2025-06-13,2025-06,US,,electronics,paid,USD,139.91,139.91
t0000770,c00169,p0047,2025-06-13 09:28:00+00:00,2025-06-13,2025-06,PT,EU,books,paid,USD,20.2,20.2
t0016884,c02234,p0057,2025-06-13 09:40:00+00:00,2025-06-13,2025-06,IT,EU,electronics,paid,USD,291.47,291.47
t0010659,c01168,p0036,2025-06-13 09:42:00+00:00,2025-06-13,2025-06,US,,beauty,paid,EUR,82.75,89.37
t0016523,c03248,p0042,2025-06-13 09:44:00+00:00,2025-06-13,2025-06,US,,clothing,paid,USD,53.86,53.86
t0001416,c02764,p0068,2025-06-13 10:00:00+00:00,2025-06-13,2025-06,SE,EU,beauty,refunded,USD,29.83,29.83
t0007749,c00603,p0014,2025-06-13 10:03:00+00:00,2025-06-13,2025-06,,,books,paid,USD,26.85,26.85
t0004872,c02416,p0025,2025-06-13 10:09:00+00:00,2025-06-13,2025-06,BR,LATAM,clothing,paid,EUR,54.17,58.503600000000006
t0000473,c00998,p0052,2025-06-13 10:37:00+00:00,2025-06-13,2025-06,US,,beauty,cancelled,USD,73.01,73.01
t0007851,c03197,p0055,2025-06-13 10:46:00+00:00,2025-06-13,2025-06,DE,EU,home,paid,USD,247.11,247.11
t0002333,c02207,p0044,2025-06-13 10:57:00+00:00,2025-06-13,2025-06,,,toys,paid,USD,71.51,71.51
t0005356,c01768,p0007,2025-06-13 10:57:00+00:00,2025-06-13,2025-06,ES,EU,electronics,refunded,USD,341.67,341.67
t0005975,c01429,p0069,2025-06-13 11:06:00+00:00,2025-06-13,2025-06,PE,LATAM,electronics,refunded,EUR,88.25,95.31
t0017543,c03174,p0117,2025-06-13 11:14:00+00:00,2025-06-13,2025-06,PE,LATAM,beauty,paid,USD,68.36,68.36
t0015782,c00925,p0028,2025-06-13 11:15:00+00:00,2025-06-13,2025-06,US,,clothing,refunded,USD,48.92,48.92
t0012645,c01729,p0060,2025-06-13 11:15:00+00:00,2025-06-13,2025-06,BR,LATAM,books,refunded,MXN,85.15,4.938700000000001
t0010980,c02934,p0016,2025-06-13 11:24:00+00:00,2025-06-13,2025-06,PE,LATAM,electronics,paid,USD,227.12,227.12
t0011959,c02686,p0098,2025-06-13 11:34:00+00:00,2025-06-13,2025-06,SE,EU,clothing,refunded,USD,70.31,70.31
t0004344,c00482,p0085,2025-06-13 11:41:00+00:00,2025-06-13,2025-06,FR,EU,books,paid,BRL,31.41,5.6537999999999995
t0012544,c00435,p0081,2025-06-13 11:51:00+00:00,2025-06-13,2025-06,BR,LATAM,toys,paid,USD,25.06,25.06
t0011141,c02051,p0110,2025-06-13 12:16:00+00:00,2025-06-13,2025-06,CL,LATAM,electronics,refunded,EUR,163.41,176.4828
t0006085,c01331,p0012,2025-06-13 12:38:00+00:00,2025-06-13,2025-06,,,sports,paid,USD,67.91,67.91
t0018380,c00849,p0024,2025-06-13 12:50:00+00:00,2025-06-13,2025-06,US,,books,paid,USD,32.17,32.17
t0008761,c03133,p0005,2025-06-13 12:55:00+00:00,2025-06-13,2025-06,BR,LATAM,electronics,paid,USD,239.54,239.54
t0003446,c01733,p0035,2025-06-13 13:07:00+00:00,2025-06-13,2025-06,US,,sports,paid,USD,78.6,78.6
t0013660,c02749,p0078,2025-06-13 13:14:00+00:00,2025-06-13,2025-06,NL,EU,electronics,refunded,MXN,270.82,15.70756
t0019537,c01248,p0092,2025-06-13 13:52:00+00:00,2025-06-13,2025-06,CA,,beauty,paid,USD,21.11,21.11
t0018891,c00655,p0086,2025-06-13 14:21:00+00:00,2025-06-13,2025-06,PT,EU,books,paid,EUR,14.49,15.6492
t0012409,c00743,p0103,2025-06-13 14:32:00+00:00,2025-06-13,2025-06,ES,EU,books,paid,BRL,30.07,5.412599999999999
t0019119,c01253,p0049,2025-06-13 14:35:00+00:00,2025-06-13,2025-06,CA,,home,cancelled,BRL,154.85,27.872999999999998
t0012711,c02604,p0006,2025-06-13 14:36:00+00:00,2025-06-13,2025-06,DE,EU,electronics,paid,EUR,139.75,150.93
t0020688,c01631,p0076,2025-06-13 14:39:00+00:00,2025-06-13,2025-06,MX,LATAM,beauty,refunded,USD,100.61,100.61
t0014152,c02402,p0115,2025-06-13 14:41:00+00:00,2025-06-13,2025-06,AR,LATAM,home,refunded,EUR,30.24,32.6592
t0019397,c02109,p0031,2025-06-13 14:42:00+00:00,2025-06-13,2025-06,MX,LATAM,home,paid,MXN,61.15,3.5467
t0004689,c01687,p0055,2025-06-13 15:38:00+00:00,2025-06-13,2025-06,CO,LATAM,home,cancelled,USD,94.21,94.21
t0018196,c02678,p0005,2025-06-13 16:14:00+00:00,2025-06-13,2025-06,ES,EU,electronics,paid,EUR,81.59,88.11720000000001
t0020776,c01146,p0005,2025-06-13 16:32:00+00:00,2025-06-13,2025-06,US,,electronics,paid,USD,319.76,319.76
t0015877,c00929,p0002,2025-06-13 18:16:00+00:00,2025-06-13,2025-06,ES,EU,sports,paid,MXN,53.68,3.11344
t0015501,c00098,p0038,2025-06-13 18:39:00+00:00,2025-06-13,2025-06,CA,,electronics,refunded,USD,199.88,199.88
t0008779,c00641,p0117,2025-06-13 18:49:00+00:00,2025-06-13,2025-06,FR,EU,beauty,paid,USD,60.88,60.88
t0021981,c00473,p0084,2025-06-13 18:53:00+00:00,2025-06-13,2025-06,US,,electronics,paid,USD,135.33,135.33
t0001509,c02378,p0022,2025-06-13 19:12:00+00:00,2025-06-13,2025-06,BR,LATAM,electronics,refunded,EUR,420.0,453.6
t0000543,c02491,p0006,2025-06-13 19:17:00+00:00,2025-06-13,2025-06,AR,LATAM,electronics,paid,BRL,537.88,96.8184
t0020223,c01640,p0013,2025-06-13 19:54:00+00:00,2025-06-13,2025-06,CL,LATAM,toys,paid,BRL,19.15,3.4469999999999996
t0006471,c00992,p0009,2025-06-13 20:01:00+00:00,2025-06-13,2025-06,CA,,home,paid,MXN,17.92,1.03936
t0006240,c03149,p0069,2025-06-13 20:01:00+00:00,2025-06-13,2025-06,CO,LATAM,electronics,paid,USD,324.82,324.82
t0017454,c00984,p0102,2025-06-13 20:04:00+00:00,2025-06-13,2025-06,FR,EU,home,paid,MXN,113.86,6.60388
t0014717,c02579,p0112,2025-06-13 20:39:00+00:00,2025-06-13,2025-06,CA,,electronics,paid,USD,143.72,143.72
t0020981,c00305,p0038,2025-06-13 20:59:00+00:00,2025-06-13,2025-06,AR,LATAM,electronics,paid,MXN,248.94,14.43852
t0015554,c02355,p0034,2025-06-13 21:02:00+00:00,2025-06-13,2025-06,US,,sports,paid,EUR,41.64,44.9712
t0021575,c01417,p0088,2025-06-13 21:05:00+00:00,2025-06-13,2025-06,MX,LATAM,home,paid,USD,24.73,24.73
t0002139,c01639,p0020,2025-06-13 21:09:00+00:00,2025-06-13,2025-06,IT,EU,books,refunded,USD,27.7,27.7
t0017057,c01903,p0041,2025-06-13 21:11:00+00:00,2025-06-13,2025-06,CA,,electronics,refunded,USD,285.86,285.86
t0015362,c02132,p0114,2025-06-13 21:16:00+00:00,2025-06-13,2025-06,BR,LATAM,beauty,paid,USD,47.43,47.43
t0017034,c01401,p0055,2025-06-13 21:26:00+00:00,2025-06-13,2025-06,US,,home,refunded,EUR,34.73,37.5084
t0014198,c02865,p0045,2025-06-13 21:30:00+00:00,2025-06-13,2025-06,CO,LATAM,books,paid,USD,33.44,33.44
t0007528,c03041,p0003,2025-06-13 21:36:00+00:00,2025-06-13,2025-06,FR,EU,beauty,paid,USD,22.43,22.43
t0015303,c00719,p0029,2025-06-13 21:40:00+00:00,2025-06-13,2025-06,NL,EU,home,refunded,USD,122.32,122.32
t0011921,c01954,p0036,2025-06-13 21:40:00+00:00,2025-06-13,2025-06,US,,beauty,refunded,USD,63.2,63.2
t0021490,c03197,p0094,2025-06-13 21:44:00+00:00,2025-06-13,2025-06,DE,EU,home,paid,EUR,37.21,40.186800000000005
t0020768,c02119,p0109,2025-06-13 21:45:00+00:00,2025-06-13,2025-06,US,,books,refunded,EUR,15.46,16.696800000000003
t0009279,c00632,p0046,2025-06-13 21:49:00+00:00,2025-06-13,2025-06,MX,LATAM,home,paid,USD,53.23,53.23
t0011064,c01492,p0058,2025-06-13 21:56:00+00:00,2025-06-13,2025-06,MX,LATAM,electronics,paid,USD,211.9,211.9
t0008108,c02983,p0087,2025-06-13 22:15:00+00:00,2025-06-13,2025-06,US,,beauty,paid,USD,24.65,24.65
t0011756,c01308,p0064,2025-06-13 22:22:00+00:00,2025-06-13,2025-06,US,,books,cancelled,MXN,15.0,0.87
t0000046,c00019,p0098,2025-06-14 00:44:00+00:00,2025-06-14,2025-06,FR,EU,clothing,paid,BRL,143.75,25.875
t0020818,c01888,p0107,2025-06-14 02:11:00+00:00,2025-06-14,2025-06,SE,EU,clothing,paid,EUR,29.47,31.8276
t0019523,c00385,p0067,2025-06-14 05:56:00+00:00,2025-06-14,2025-06,CL,LATAM,electronics,paid,USD,414.87,414.87
t0019328,c01581,p0087,2025-06-14 07:08:00+00:00,2025-06-14,2025-06,DE,EU,beauty,paid,USD,28.25,28.25
t0008377,c01818,p0090,2025-06-14 07:57:00+00:00,2025-06-14,2025-06,FR,EU,clothing,paid,USD,40.01,40.01
t0016306,c02336,p0080,2025-06-14 08:03:00+00:00,2025-06-14,2025-06,ES,EU,electronics,paid,USD,305.36,305.36
t0012861,c01781,p0017,2025-06-14 08:07:00+00:00,2025-06-14,2025-06,PE,LATAM,books,paid,MXN,17.24,0.9999199999999999
t0007980,c03124,p0082,2025-06-14 08:26:00+00:00,2025-06-14,2025-06,US,,home,paid,MXN,57.27,3.3216600000000005
t0007696,c01618,p0084,2025-06-14 08:51:00+00:00,2025-06-14,2025-06,ES,EU,electronics,paid,EUR,438.17,473.22360000000003
t0009924,c00920,p0070,2025-06-14 09:05:00+00:00,2025-06-14,2025-06,SE,EU,sports,paid,MXN,80.75,4.6835
t0013693,c01261,p0119,2025-06-14 10:16:00+00:00,2025-06-14,2025-06,US,,toys,refunded,EUR,17.38,18.7704
t0017131,c00330,p0007,2025-06-14 10:21:00+00:00,2025-06-14,2025-06,MX,LATAM,electronics,cancelled,EUR,112.22,121.19760000000001
t0019772,c02826,p0045,2025-06-14 10:31:00+00:00,2025-06-14,2025-06,BR,LATAM,books,paid,EUR,21.57,23.2956
t0005564,c03018,p0018,2025-06-14 10:33:00+00:00,2025-06-14,2025-06,US,,clothing,paid,USD,65.15,65.15
t0006325,c00554,p0095,2025-06-14 10:36:00+00:00,2025-06-14,2025-06,BR,LATAM,beauty,paid,USD,47.86,47.86
t0012754,c00505,p0019,2025-06-14 10:38:00+00:00,2025-06-14,2025-06,CA,,clothing,paid,EUR,100.39,108.42120000000001
t0006544,c00113,p0056,2025-06-14 11:00:00+00:00,2025-06-14,2025-06,PT,EU,sports,paid,USD,77.76,77.76
t0015558,c02170,p0096,2025-06-14 11:05:00+00:00,2025-06-14,2025-06,US,,clothing,refunded,USD,48.31,48.31
t0013999,c01029,p0003,2025-06-14 11:17:00+00:00,2025-06-14,2025-06,ES,EU,beauty,paid,USD,35.72,35.72
t0004291,c02308,p0100,2025-06-14 11:26:00+00:00,2025-06-14,2025-06,CL,LATAM,electronics,paid,USD,82.77,82.77
t0001679,c01084,p0101,2025-06-14 11:30:00+00:00,2025-06-14,2025-06,US,,electronics,paid,USD,178.53,178.53
t0015416,c02886,p0083,2025-06-14 11:32:00+00:00,2025-06-14,2025-06,AR,LATAM,books,refunded,USD,53.22,53.22
t0014417,c02102,p0011,2025-06-14 11:38:00+00:00,2025-06-14,2025-06,FR,EU,electronics,paid,USD,511.56,511.56
t0009390,c02602,p0058,2025-06-14 11:39:00+00:00,2025-06-14,2025-06,US,,electronics,paid,USD,78.75,78.75
t0016089,c02792,p0117,2025-06-14 11:43:00+00:00,2025-06-14,2025-06,PE,LATAM,beauty,cancelled,USD,20.51,20.51
t0019252,c00305,p0068,2025-06-14 11:57:00+00:00,2025-06-14,2025-06,AR,LATAM,beauty,paid,USD,18.35,18.35
t0008525,c00115,p0023,2025-06-14 12:01:00+00:00,2025-06-14,2025-06,MX,LATAM,books,paid,USD,48.72,48.72
t0015876,c00414,p0117,2025-06-14 12:05:00+00:00,2025-06-14,2025-06,BR,LATAM,beauty,paid,BRL,17.85,3.213
t0018789,c00094,p0048,2025-06-14 12:13:00+00:00,2025-06-14,2025-06,US,,clothing,paid,MXN,46.67,2.7068600000000003
t0012530,c01915,p0017,2025-06-14 12:16:00+00:00,2025-06-14,2025-06,PE,LATAM,books,paid,EUR,21.54,23.2632
t0013337,c01053,p0076,2025-06-14 12:18:00+00:00,2025-06-14,2025-06,,,beauty,refunded,USD,55.21,55.21
t0009411,c00629,p0036,2025-06-14 12:32:00+00:00,2025-06-14,2025-06,FR,EU,beauty,paid,USD,9.5,9.5
t0005845,c02010,p0053,2025-06-14 12:37:00+00:00,2025-06-14,2025-06,MX,LATAM,sports,paid,USD,38.85,38.85
t0015761,c01589,p0018,2025-06-14 12:45:00+00:00,2025-06-14,2025-06,US,,clothing,paid,USD,106.96,106.96
t0017562,c01400,p0062,2025-06-14 12:51:00+00:00,2025-06-14,2025-06,BR,LATAM,books,paid,BRL,26.59,4.7862
t0006014,c00877,p0090,2025-06-14 12:52:00+00:00,2025-06-14,2025-06,CL,LATAM,clothing,paid,USD,38.33,38.33
t0001544,c01789,p0073,2025-06-14 12:53:00+00:00,2025-06-14,2025-06,US,,electronics,paid,BRL,293.69,52.8642
t0016621,c03109,p0003,2025-06-14 12:55:00+00:00,2025-06-14,2025-06,CA,,beauty,paid,USD,23.61,23.61
t0017433,c01764,p0090,2025-06-14 13:00:00+00:00,2025-06-14,2025-06,CO,LATAM,clothing,refunded,USD,23.1,23.1
t0012615,c03049,p0026,2025-06-14 13:09:00+00:00,2025-06-14,2025-06,FR,EU,beauty,paid,USD,60.56,60.56
t0000868,c01742,p0038,2025-06-14 13:13:00+00:00,2025-06-14,2025-06,PE,LATAM,electronics,paid,EUR,503.68,543.9744000000001
t0003382,c00132,p0024,2025-06-14 13:20:00+00:00,2025-06-14,2025-06,US,,books,cancelled,USD,32.13,32.13
t0001705,c00388,p0084,2025-06-14 13:29:00+00:00,2025-06-14,2025-06,US,,electronics,paid,USD,269.14,269.14
t0012875,c03001,p0027,2025-06-14 13:32:00+00:00,2025-06-14,2025-06,MX,LATAM,electronics,paid,EUR,112.76,121.78080000000001
t0017661,c01267,p0068,2025-06-14 13:51:00+00:00,2025-06-14,2025-06,SE,EU,beauty,paid,USD,22.86,22.86
t0004717,c00944,p0032,2025-06-14 13:59:00+00:00,2025-06-14,2025-06,US,,electronics,paid,USD,362.24,362.24
t0002677,c00104,p0057,2025-06-14 14:04:00+00:00,2025-06-14,2025-06,,,electronics,paid,USD,139.77,139.77
t0000569,c02111,p0013,2025-06-14 14:16:00+00:00,2025-06-14,2025-06,ES,EU,toys,paid,USD,73.17,73.17
t0014783,c00507,p0112,2025-06-14 14:20:00+00:00,2025-06-14,2025-06,US,,electronics,paid,BRL,582.92,104.92559999999999
t0006122,c02825,p0088,2025-06-14 14:32:00+00:00,2025-06-14,2025-06,NL,EU,home,refunded,MXN,43.26,2.50908
t0013604,c01216,p0110,2025-06-14 14:44:00+00:00,2025-06-14,2025-06,US,,electronics,paid,MXN,275.15,15.9587
t0016065,c00263,p0105,2025-06-14 15:22:00+00:00,2025-06-14,2025-06,SE,EU,toys,paid,USD,23.32,23.32
t0005017,c02553,p0094,2025-06-14 15:28:00+00:00,2025-06-14,2025-06,AR,LATAM,home,paid,EUR,19.54,21.1032
t0012300,c01767,p0061,2025-06-14 15:41:00+00:00,2025-06-14,2025-06,IT,EU,clothing,paid,MXN,58.64,3.40112
t0000645,c01252,p0006,2025-06-14 15:43:00+00:00,2025-06-14,2025-06,CO,LATAM,electronics,paid,USD,112.62,112.62
t0001025,c01761,p0085,2025-06-14 15:51:00+00:00,2025-06-14,2025-06,CA,,books,refunded,MXN,16.36,0.9488800000000001
t0004398,c03074,p0036,2025-06-14 16:39:00+00:00,2025-06-14,2025-06,BR,LATAM,beauty,paid,MXN,98.86,5.73388
t0001346,c03044,p0070,2025-06-14 17:08:00+00:00,2025-06-14,2025-06,US,,sports,refunded,BRL,135.14,24.325199999999995
t0007639,c03239,p0044,2025-06-14 17:19:00+00:00,2025-06-14,2025-06,US,,toys,paid,MXN,42.65,2.4737
t0005857,c01228,p0068,2025-06-14 17:25:00+00:00,2025-06-14,2025-06,MX,LATAM,beauty,paid,BRL,38.49,6.9282
t0015162,c02459,p0039,2025-06-14 17:26:00+00:00,2025-06-14,2025-06,PT,EU,home,paid,USD,126.54,126.54
t0010987,c01848,p0025,2025-06-14 17:54:00+00:00,2025-06-14,2025-06,PE,LATAM,clothing,paid,USD,75.78,75.78
t0017368,c00564,p0045,2025-06-14 18:42:00+00:00,2025-06-14,2025-06,PE,LATAM,books,paid,EUR,14.83,16.0164
t0003616,c00282,p0103,2025-06-14 19:25:00+00:00,2025-06-14,2025-06,CL,LATAM,books,paid,USD,39.78,39.78
t0013009,c01602,p0104,2025-06-14 19:34:00+00:00,2025-06-14,2025-06,CO,LATAM,clothing,paid,USD,20.55,20.55
t0011941,c02287,p0060,2025-06-14 20:00:00+00:00,2025-06-14,2025-06,BR,LATAM,books,paid,USD,14.52,14.52
t0007631,c01113,p0088,2025-06-14 20:20:00+00:00,2025-06-14,2025-06,CA,,home,refunded,EUR,61.96,66.91680000000001
t0021036,c00114,p0006,2025-06-14 20:47:00+00:00,2025-06-14,2025-06,BR,LATAM,electronics,refunded,USD,180.18,180.18
t0015473,c02706,p0096,2025-06-14 20:52:00+00:00,2025-06-14,2025-06,FR,EU,clothing,paid,EUR,22.65,24.462
t0003945,c03311,p0043,2025-06-14 21:04:00+00:00,2025-06-14,2025-06,US,,electronics,paid,EUR,127.47,137.66760000000002
t0013141,c02355,p0047,2025-06-14 21:05:00+00:00,2025-06-14,2025-06,US,,books,paid,USD,25.41,25.41
t0018846,c02912,p0050,2025-06-14 21:14:00+00:00,2025-06-14,2025-06,FR,EU,electronics,paid,USD,172.56,172.56
t0005497,c01466,p0065,2025-06-14 21:16:00+00:00,2025-06-14,2025-06,US,,books,paid,BRL,46.7,8.406
t0021024,c00343,p0059,2025-06-14 21:19:00+00:00,2025-06-14,2025-06,US,,electronics,paid,EUR,160.14,172.9512
t0008107,c01071,p0002,2025-06-14 21:33:00+00:00,2025-06-14,2025-06,PT,EU,sports,paid,USD,49.98,49.98
t0008494,c01967,p0059,2025-06-14 21:38:00+00:00,2025-06-14,2025-06,DE,EU,electronics,refunded,USD,149.32,149.32
t0017224,c00148,p0052,2025-06-14 21:57:00+00:00,2025-06-14,2025-06,CO,LATAM,beauty,paid,USD,36.42,36.42
t0019941,c01088,p0068,2025-06-14 21:58:00+00:00,2025-06-14,2025-06,US,,beauty,paid,USD,29.36,29.36
t0020617,c02815,p0059,2025-06-14 22:03:00+00:00,2025-06-14,2025-06,MX,LATAM,electronics,paid,USD,515.97,515.97
t0019340,c01707,p0091,2025-06-14 22:07:00+00:00,2025-06-14,2025-06,US,,electronics,paid,USD,113.66,113.66
t0004820,c00134,p0079,2025-06-14 22:09:00+00:00,2025-06-14,2025-06,SE,EU,books,paid,USD,56.17,56.17
t0003717,c03449,p0070,2025-06-14 22:32:00+00:00,2025-06-14,2025-06,US,,sports,paid,USD,144.94,144.94
t0004813,c02868,p0077,2025-06-14 23:11:00+00:00,2025-06-14,2025-06,MX,LATAM,beauty,paid,USD,20.96,20.96
t0018620,c00258,p0073,2025-06-14 23:24:00+00:00,2025-06-14,2025-06,NL,EU,electronics,paid,USD,269.02,269.02
t0005205,c01410,p0047,2025-06-15 00:01:00+00:00,2025-06-15,2025-06,AR,LATAM,books,cancelled,EUR,20.12,21.7296
t0008036,c01967,p0072,2025-06-15 01:47:00+00:00,2025-06-15,2025-06,DE,EU,electronics,paid,USD,412.69,412.69
t0014597,c00432,p0003,2025-06-15 02:55:00+00:00,2025-06-15,2025-06,ES,EU,beauty,refunded,USD,23.56,23.56
t0004221,c01796,p0101,2025-06-15 05:05:00+00:00,2025-06-15,2025-06,IT,EU,electronics,paid,EUR,122.62,132.42960000000002
t0018623,c00348,p0069,2025-06-15 06:05:00+00:00,2025-06-15,2025-06,MX,LATAM,electronics,paid,USD,207.9,207.9
t0014840,c00044,p0064,2025-06-15 06:19:00+00:00,2025-06-15,2025-06,,,books,cancelled,EUR,16.76,18.100800000000003
t0005213,c03463,p0054,2025-06-15 07:33:00+00:00,2025-06-15,2025-06,IT,EU,toys,paid,USD,50.62,50.62
t0007817,c03388,p0109,2025-06-15 07:52:00+00:00,2025-06-15,2025-06,,,books,paid,EUR,18.8,20.304000000000002
t0016071,c02338,p0047,2025-06-15 07:58:00+00:00,2025-06-15,2025-06,US,,books,paid,USD,27.16,27.16
t0005185,c00662,p0106,2025-06-15 08:03:00+00:00,2025-06-15,2025-06,CO,LATAM,books,paid,MXN,27.73,1.60834
t0007510,c00352,p0088,2025-06-15 08:06:00+00:00,2025-06-15,2025-06,CA,,home,paid,USD,51.11,51.11
t0018254,c00476,p0083,2025-06-15 08:15:00+00:00,2025-06-15,2025-06,MX,LATAM,books,paid,MXN,33.2,1.9256000000000002
t0005510,c01358,p0084,2025-06-15 09:00:00+00:00,2025-06-15,2025-06,CA,,electronics,refunded,USD,736.44,736.44
t0011261,c01635,p0012,2025-06-15 09:12:00+00:00,2025-06-15,2025-06,PT,EU,sports,paid,USD,20.2,20.2
t0002634,c00552,p0086,2025-06-15 09:15:00+00:00,2025-06-15,2025-06,BR,LATAM,books,refunded,EUR,12.56,13.564800000000002
t0003506,c03500,p0103,2025-06-15 09:35:00+00:00,2025-06-15,2025-06,CO,LATAM,books,paid,USD,25.36,25.36
t0021386,c01231,p0021,2025-06-15 09:35:00+00:00,2025-06-15,2025-06,CL,LATAM,home,paid,USD,192.12,192.12
t0008215,c02769,p0044,2025-06-15 09:38:00+00:00,2025-06-15,2025-06,BR,LATAM,toys,paid,USD,21.66,21.66
t0014657,c02755,p0068,2025-06-15 09:48:00+00:00,2025-06-15,2025-06,ES,EU,beauty,paid,USD,42.81,42.81
t0017100,c01128,p0075,2025-06-15 10:21:00+00:00,2025-06-15,2025-06,BR,LATAM,beauty,paid,USD,60.62,60.62
t0021207,c01944,p0104,2025-06-15 10:26:00+00:00,2025-06-15,2025-06,CO,LATAM,clothing,paid,EUR,37.06,40.024800000000006
t0003591,c00771,p0100,2025-06-15 10:37:00+00:00,2025-06-15,2025-06,IT,EU,electronics,paid,MXN,192.15,11.1447
t0009776,c00578,p0094,2025-06-15 10:42:00+00:00,2025-06-15,2025-06,US,,home,refunded,USD,76.05,76.05
t0014459,c01601,p0068,2025-06-15 11:05:00+00:00,2025-06-15,2025-06,CA,,beauty,paid,USD,36.34,36.34
t0017596,c01942,p0056,2025-06-15 11:06:00+00:00,2025-06-15,2025-06,US,,sports,paid,MXN,49.08,2.84664
t0021503,c02752,p0018,2025-06-15 11:09:00+00:00,2025-06-15,2025-06,CL,LATAM,clothing,cancelled,USD,77.84,77.84
t0010012,c01522,p0055,2025-06-15 11:17:00+00:00,2025-06-15,2025-06,US,,home,cancelled,BRL,22.68,4.0824
t0010628,c00353,p0114,2025-06-15 11:28:00+00:00,2025-06-15,2025-06,ES,EU,beauty,paid,EUR,52.56,56.76480000000001
t0005338,c02593,p0110,2025-06-15 11:31:00+00:00,2025-06-15,2025-06,IT,EU,electronics,paid,BRL,528.17,95.07059999999998
t0004489,c00328,p0081,2025-06-15 11:51:00+00:00,2025-06-15,2025-06,BR,LATAM,toys,paid,MXN,39.16,2.27128
t0002928,c03111,p0065,2025-06-15 11:54:00+00:00,2025-06-15,2025-06,US,,books,paid,EUR,13.83,14.9364
